Time	Group	GroupNum
30.72	ILEC	1
21.6	ILEC	1
0	ILEC	1
22.78	ILEC	1
2.18	ILEC	1
27.23	ILEC	1
0	ILEC	1
0.33	ILEC	1
13.88	ILEC	1
22.98	ILEC	1
5.92	ILEC	1
14.7	ILEC	1
5.13	ILEC	1
2.33	ILEC	1
0	ILEC	1
0.58	ILEC	1
19.68	ILEC	1
21.72	ILEC	1
8.28	ILEC	1
20.58	ILEC	1
23.95	ILEC	1
16.52	ILEC	1
0	ILEC	1
25.15	ILEC	1
50.57	ILEC	1
0	ILEC	1
0	ILEC	1
0	ILEC	1
15.22	ILEC	1
21.28	ILEC	1
6.23	ILEC	1
25.32	ILEC	1
29.98	ILEC	1
0.1	ILEC	1
25.13	ILEC	1
23.47	ILEC	1
7.03	ILEC	1
1.25	ILEC	1
18.67	ILEC	1
0	ILEC	1
0	ILEC	1
23.72	ILEC	1
24.72	ILEC	1
2.45	ILEC	1
4.25	ILEC	1
10.03	ILEC	1
17.98	ILEC	1
0	ILEC	1
24.52	ILEC	1
0	ILEC	1
59.43	ILEC	1
0.35	ILEC	1
22.52	ILEC	1
19.95	ILEC	1
0	ILEC	1
0	ILEC	1
0.18	ILEC	1
0	ILEC	1
0	ILEC	1
0.48	ILEC	1
0	ILEC	1
0	ILEC	1
0.05	ILEC	1
0.05	ILEC	1
0.32	ILEC	1
42.37	ILEC	1
0	ILEC	1
48.4	ILEC	1
0	ILEC	1
41.32	ILEC	1
50.77	ILEC	1
98.42	ILEC	1
21.92	ILEC	1
0	ILEC	1
0	ILEC	1
0.07	ILEC	1
70.05	ILEC	1
2.63	ILEC	1
0.02	ILEC	1
4.47	ILEC	1
5.3	ILEC	1
68.72	ILEC	1
1.88	ILEC	1
73.68	ILEC	1
0.25	ILEC	1
0.93	ILEC	1
0	ILEC	1
6.32	ILEC	1
57.38	ILEC	1
0	ILEC	1
0	ILEC	1
19.52	ILEC	1
19.67	ILEC	1
17.65	ILEC	1
24.17	ILEC	1
1.8	ILEC	1
21.37	ILEC	1
15.88	ILEC	1
18.47	ILEC	1
5.47	ILEC	1
28.57	ILEC	1
1.97	ILEC	1
6.07	ILEC	1
0	ILEC	1
0	ILEC	1
23.6	ILEC	1
24.18	ILEC	1
21.52	ILEC	1
22.22	ILEC	1
0	ILEC	1
14.22	ILEC	1
21.6	ILEC	1
24.58	ILEC	1
24.57	ILEC	1
23.25	ILEC	1
0	ILEC	1
0	ILEC	1
26.83	ILEC	1
24.2	ILEC	1
24.25	ILEC	1
1.62	ILEC	1
0	ILEC	1
171.35	ILEC	1
45.3	ILEC	1
26.27	ILEC	1
0	ILEC	1
18.18	ILEC	1
7.33	ILEC	1
40.1	ILEC	1
13	ILEC	1
0	ILEC	1
0	ILEC	1
0.02	ILEC	1
3.58	ILEC	1
29.78	ILEC	1
0	ILEC	1
32.85	ILEC	1
18.33	ILEC	1
17.9	ILEC	1
0	ILEC	1
30.37	ILEC	1
1.63	ILEC	1
0	ILEC	1
0.07	ILEC	1
27.83	ILEC	1
0	ILEC	1
17.62	ILEC	1
48.43	ILEC	1
27.38	ILEC	1
20.13	ILEC	1
18.57	ILEC	1
20.9	ILEC	1
21.33	ILEC	1
19.27	ILEC	1
0	ILEC	1
18.98	ILEC	1
19.62	ILEC	1
0	ILEC	1
0	ILEC	1
0	ILEC	1
0.35	ILEC	1
0	ILEC	1
45.83	ILEC	1
17.48	ILEC	1
0	ILEC	1
0	ILEC	1
26.68	ILEC	1
0	ILEC	1
6.1	ILEC	1
50.27	ILEC	1
0	ILEC	1
2.78	ILEC	1
0.03	ILEC	1
0	ILEC	1
24.97	ILEC	1
0	ILEC	1
0.27	ILEC	1
20.03	ILEC	1
0	ILEC	1
46	ILEC	1
2.47	ILEC	1
25.88	ILEC	1
2.8	ILEC	1
20.95	ILEC	1
1.45	ILEC	1
27.23	ILEC	1
18.98	ILEC	1
45.27	ILEC	1
5.32	ILEC	1
25.75	ILEC	1
3.82	ILEC	1
3.57	ILEC	1
3.12	ILEC	1
17.38	ILEC	1
17.42	ILEC	1
1.73	ILEC	1
27.33	ILEC	1
24.18	ILEC	1
15.28	ILEC	1
1.23	ILEC	1
25.67	ILEC	1
6.27	ILEC	1
0	ILEC	1
0	ILEC	1
6.37	ILEC	1
7.38	ILEC	1
26.37	ILEC	1
0	ILEC	1
2.53	ILEC	1
0.02	ILEC	1
5.77	ILEC	1
0	ILEC	1
0	ILEC	1
0	ILEC	1
48.58	ILEC	1
4.23	ILEC	1
0	ILEC	1
5.32	ILEC	1
5.17	ILEC	1
2.45	ILEC	1
0	ILEC	1
6.42	ILEC	1
15	ILEC	1
4.28	ILEC	1
18.85	ILEC	1
1.3	ILEC	1
0	ILEC	1
0	ILEC	1
27.13	ILEC	1
2.53	ILEC	1
23.53	ILEC	1
0	ILEC	1
0.27	ILEC	1
47.27	ILEC	1
36.85	ILEC	1
68.57	ILEC	1
0.48	ILEC	1
0	ILEC	1
2.95	ILEC	1
0.08	ILEC	1
2.38	ILEC	1
0	ILEC	1
2.83	ILEC	1
30.83	ILEC	1
5.53	ILEC	1
0	ILEC	1
0	ILEC	1
48.23	ILEC	1
0	ILEC	1
67.7	ILEC	1
0	ILEC	1
19.2	ILEC	1
0	ILEC	1
0	ILEC	1
0	ILEC	1
1.2	ILEC	1
0	ILEC	1
6.28	ILEC	1
0	ILEC	1
68.2	ILEC	1
0	ILEC	1
0	ILEC	1
20.93	ILEC	1
69.8	ILEC	1
3.7	ILEC	1
5.82	ILEC	1
0	ILEC	1
1.1	ILEC	1
7.83	ILEC	1
0	ILEC	1
102	ILEC	1
0	ILEC	1
2.38	ILEC	1
70.4	ILEC	1
0.07	ILEC	1
0	ILEC	1
1	ILEC	1
1.18	ILEC	1
22.2	ILEC	1
0.68	ILEC	1
0.12	ILEC	1
0	ILEC	1
23.03	ILEC	1
0.1	ILEC	1
0	ILEC	1
5.27	ILEC	1
5.12	ILEC	1
0	ILEC	1
1.95	ILEC	1
25.6	ILEC	1
81.23	ILEC	1
4.2	ILEC	1
12.28	ILEC	1
109.68	ILEC	1
0	ILEC	1
20.97	ILEC	1
0	ILEC	1
0	ILEC	1
0	ILEC	1
0	ILEC	1
0	ILEC	1
26.53	ILEC	1
3	ILEC	1
0	ILEC	1
19.8	ILEC	1
1.98	ILEC	1
20.42	ILEC	1
4.03	ILEC	1
22.27	ILEC	1
1.52	ILEC	1
0.7	ILEC	1
0	ILEC	1
0	ILEC	1
0	ILEC	1
139.58	ILEC	1
15.92	ILEC	1
6.32	ILEC	1
0	ILEC	1
21.25	ILEC	1
46.93	ILEC	1
19.65	ILEC	1
17.3	ILEC	1
0	ILEC	1
2.83	ILEC	1
0	ILEC	1
0.07	ILEC	1
19.02	ILEC	1
22.42	ILEC	1
1.18	ILEC	1
2.55	ILEC	1
0.63	ILEC	1
30.42	ILEC	1
0	ILEC	1
14.47	ILEC	1
0.03	ILEC	1
0.67	ILEC	1
4.6	ILEC	1
0.8	ILEC	1
0	ILEC	1
2.47	ILEC	1
27.7	ILEC	1
1.08	ILEC	1
0	ILEC	1
4.58	ILEC	1
0.55	ILEC	1
0	ILEC	1
2.43	ILEC	1
18.72	ILEC	1
1.67	ILEC	1
24.15	ILEC	1
19.45	ILEC	1
23.07	ILEC	1
17.32	ILEC	1
19.87	ILEC	1
16.53	ILEC	1
21.7	ILEC	1
22.32	ILEC	1
0	ILEC	1
3.97	ILEC	1
24.05	ILEC	1
21.77	ILEC	1
6.05	ILEC	1
6.1	ILEC	1
0	ILEC	1
16.4	ILEC	1
0	ILEC	1
16.92	ILEC	1
21.95	ILEC	1
2.08	ILEC	1
17.28	ILEC	1
2.5	ILEC	1
18.52	ILEC	1
20.4	ILEC	1
18.4	ILEC	1
0	ILEC	1
16.68	ILEC	1
0	ILEC	1
0	ILEC	1
22.83	ILEC	1
7.5	ILEC	1
0	ILEC	1
0	ILEC	1
23	ILEC	1
18.95	ILEC	1
15.25	ILEC	1
21.08	ILEC	1
5.85	ILEC	1
22.52	ILEC	1
0	ILEC	1
19.72	ILEC	1
22.27	ILEC	1
22.55	ILEC	1
5.35	ILEC	1
26.7	ILEC	1
0	ILEC	1
0	ILEC	1
18.18	ILEC	1
18.28	ILEC	1
0	ILEC	1
0.53	ILEC	1
0	ILEC	1
5.57	ILEC	1
2.2	ILEC	1
2.63	ILEC	1
14.58	ILEC	1
0.47	ILEC	1
0	ILEC	1
25.5	ILEC	1
19.27	ILEC	1
5.07	ILEC	1
4.57	ILEC	1
0	ILEC	1
0	ILEC	1
29.7	ILEC	1
19.1	ILEC	1
0	ILEC	1
5.35	ILEC	1
12.67	ILEC	1
0	ILEC	1
19.5	ILEC	1
1.05	ILEC	1
6.08	ILEC	1
21.87	ILEC	1
22.1	ILEC	1
24.97	ILEC	1
0	ILEC	1
0	ILEC	1
23.53	ILEC	1
2.53	ILEC	1
0.53	ILEC	1
16.08	ILEC	1
1.1	ILEC	1
18.38	ILEC	1
0	ILEC	1
22.75	ILEC	1
6.48	ILEC	1
23.6	ILEC	1
4.42	ILEC	1
0	ILEC	1
5.52	ILEC	1
30.9	ILEC	1
14.98	ILEC	1
3.75	ILEC	1
24.13	ILEC	1
3.28	ILEC	1
0	ILEC	1
5.12	ILEC	1
2.57	ILEC	1
12	ILEC	1
2.13	ILEC	1
1.38	ILEC	1
9.75	ILEC	1
0	ILEC	1
0	ILEC	1
22.22	ILEC	1
24.33	ILEC	1
24.63	ILEC	1
25.35	ILEC	1
20	ILEC	1
14.33	ILEC	1
14.25	ILEC	1
14.25	ILEC	1
14.22	ILEC	1
14.2	ILEC	1
14.2	ILEC	1
14.18	ILEC	1
14.17	ILEC	1
14.02	ILEC	1
13.8	ILEC	1
13.68	ILEC	1
13.65	ILEC	1
13.6	ILEC	1
12.95	ILEC	1
12.9	ILEC	1
12.87	ILEC	1
12.28	ILEC	1
11.95	ILEC	1
11.75	ILEC	1
11.27	ILEC	1
9.33	ILEC	1
9.25	ILEC	1
8.87	ILEC	1
8.43	ILEC	1
8.17	ILEC	1
7.67	ILEC	1
7.63	ILEC	1
7.63	ILEC	1
7.55	ILEC	1
7.5	ILEC	1
7.48	ILEC	1
7.37	ILEC	1
7.3	ILEC	1
7.25	ILEC	1
7.18	ILEC	1
7.17	ILEC	1
7.08	ILEC	1
7.08	ILEC	1
6.95	ILEC	1
6.93	ILEC	1
6.9	ILEC	1
6.9	ILEC	1
6.88	ILEC	1
6.85	ILEC	1
6.85	ILEC	1
6.83	ILEC	1
6.83	ILEC	1
6.7	ILEC	1
6.68	ILEC	1
6.63	ILEC	1
6.63	ILEC	1
6.63	ILEC	1
6.55	ILEC	1
6.52	ILEC	1
6.52	ILEC	1
6.5	ILEC	1
6.47	ILEC	1
6.47	ILEC	1
6.4	ILEC	1
6.35	ILEC	1
6.33	ILEC	1
6.27	ILEC	1
6.27	ILEC	1
6.27	ILEC	1
6.23	ILEC	1
6.22	ILEC	1
6.15	ILEC	1
6.15	ILEC	1
6.12	ILEC	1
6.1	ILEC	1
6.08	ILEC	1
6.07	ILEC	1
6.07	ILEC	1
6.03	ILEC	1
6.02	ILEC	1
6	ILEC	1
6	ILEC	1
5.98	ILEC	1
5.97	ILEC	1
5.95	ILEC	1
5.92	ILEC	1
5.92	ILEC	1
5.88	ILEC	1
5.87	ILEC	1
5.83	ILEC	1
5.78	ILEC	1
5.78	ILEC	1
5.73	ILEC	1
5.73	ILEC	1
5.73	ILEC	1
5.72	ILEC	1
5.72	ILEC	1
5.7	ILEC	1
5.68	ILEC	1
5.67	ILEC	1
5.67	ILEC	1
5.65	ILEC	1
5.65	ILEC	1
5.65	ILEC	1
5.63	ILEC	1
5.62	ILEC	1
5.6	ILEC	1
5.6	ILEC	1
5.58	ILEC	1
5.57	ILEC	1
5.55	ILEC	1
5.53	ILEC	1
5.53	ILEC	1
5.52	ILEC	1
5.5	ILEC	1
5.5	ILEC	1
5.43	ILEC	1
5.43	ILEC	1
5.43	ILEC	1
5.42	ILEC	1
5.37	ILEC	1
5.37	ILEC	1
5.33	ILEC	1
5.32	ILEC	1
5.3	ILEC	1
5.23	ILEC	1
5.23	ILEC	1
5.2	ILEC	1
5.2	ILEC	1
5.18	ILEC	1
5.18	ILEC	1
5.17	ILEC	1
5.15	ILEC	1
5.12	ILEC	1
5.07	ILEC	1
5.05	ILEC	1
5.05	ILEC	1
5.05	ILEC	1
5.03	ILEC	1
5	ILEC	1
5	ILEC	1
4.98	ILEC	1
4.97	ILEC	1
4.97	ILEC	1
4.95	ILEC	1
4.93	ILEC	1
4.93	ILEC	1
4.93	ILEC	1
4.92	ILEC	1
4.92	ILEC	1
4.92	ILEC	1
4.9	ILEC	1
4.88	ILEC	1
4.87	ILEC	1
4.85	ILEC	1
4.82	ILEC	1
4.8	ILEC	1
4.8	ILEC	1
4.77	ILEC	1
4.77	ILEC	1
4.75	ILEC	1
4.72	ILEC	1
4.7	ILEC	1
4.7	ILEC	1
4.7	ILEC	1
4.67	ILEC	1
4.65	ILEC	1
4.63	ILEC	1
4.62	ILEC	1
4.6	ILEC	1
4.6	ILEC	1
4.6	ILEC	1
4.6	ILEC	1
4.58	ILEC	1
4.58	ILEC	1
4.58	ILEC	1
4.58	ILEC	1
4.57	ILEC	1
4.57	ILEC	1
4.55	ILEC	1
4.53	ILEC	1
4.5	ILEC	1
4.47	ILEC	1
4.47	ILEC	1
4.47	ILEC	1
4.45	ILEC	1
4.45	ILEC	1
4.43	ILEC	1
4.43	ILEC	1
4.43	ILEC	1
4.43	ILEC	1
4.43	ILEC	1
4.42	ILEC	1
4.42	ILEC	1
4.4	ILEC	1
4.38	ILEC	1
4.38	ILEC	1
4.38	ILEC	1
4.38	ILEC	1
4.37	ILEC	1
4.37	ILEC	1
4.35	ILEC	1
4.33	ILEC	1
4.33	ILEC	1
4.33	ILEC	1
4.33	ILEC	1
4.32	ILEC	1
4.32	ILEC	1
4.32	ILEC	1
4.28	ILEC	1
4.28	ILEC	1
4.28	ILEC	1
4.28	ILEC	1
4.27	ILEC	1
4.27	ILEC	1
4.23	ILEC	1
4.22	ILEC	1
4.22	ILEC	1
4.2	ILEC	1
4.2	ILEC	1
4.2	ILEC	1
4.18	ILEC	1
4.18	ILEC	1
4.18	ILEC	1
4.17	ILEC	1
4.17	ILEC	1
4.17	ILEC	1
4.15	ILEC	1
4.13	ILEC	1
4.13	ILEC	1
4.13	ILEC	1
4.12	ILEC	1
4.12	ILEC	1
4.12	ILEC	1
4.12	ILEC	1
4.12	ILEC	1
4.1	ILEC	1
4.1	ILEC	1
4.1	ILEC	1
4.08	ILEC	1
4.08	ILEC	1
4.08	ILEC	1
4.07	ILEC	1
4.07	ILEC	1
4.05	ILEC	1
4.03	ILEC	1
4.03	ILEC	1
3.98	ILEC	1
3.98	ILEC	1
3.98	ILEC	1
3.95	ILEC	1
3.95	ILEC	1
3.95	ILEC	1
3.95	ILEC	1
3.95	ILEC	1
3.93	ILEC	1
3.93	ILEC	1
3.93	ILEC	1
3.93	ILEC	1
3.92	ILEC	1
3.92	ILEC	1
3.92	ILEC	1
3.87	ILEC	1
3.87	ILEC	1
3.87	ILEC	1
3.87	ILEC	1
3.85	ILEC	1
3.85	ILEC	1
3.85	ILEC	1
3.83	ILEC	1
3.8	ILEC	1
3.78	ILEC	1
3.78	ILEC	1
3.78	ILEC	1
3.78	ILEC	1
3.78	ILEC	1
3.77	ILEC	1
3.73	ILEC	1
3.73	ILEC	1
3.72	ILEC	1
3.72	ILEC	1
3.72	ILEC	1
3.7	ILEC	1
3.68	ILEC	1
3.68	ILEC	1
3.67	ILEC	1
3.65	ILEC	1
3.65	ILEC	1
3.65	ILEC	1
3.65	ILEC	1
3.65	ILEC	1
3.63	ILEC	1
3.62	ILEC	1
3.62	ILEC	1
3.6	ILEC	1
3.6	ILEC	1
3.6	ILEC	1
3.58	ILEC	1
3.53	ILEC	1
3.53	ILEC	1
3.52	ILEC	1
3.5	ILEC	1
3.5	ILEC	1
3.5	ILEC	1
3.5	ILEC	1
3.48	ILEC	1
3.48	ILEC	1
3.47	ILEC	1
3.43	ILEC	1
3.43	ILEC	1
3.42	ILEC	1
3.42	ILEC	1
3.4	ILEC	1
3.4	ILEC	1
3.35	ILEC	1
3.35	ILEC	1
3.35	ILEC	1
3.33	ILEC	1
3.33	ILEC	1
3.33	ILEC	1
3.32	ILEC	1
3.32	ILEC	1
3.3	ILEC	1
3.27	ILEC	1
3.25	ILEC	1
3.23	ILEC	1
3.22	ILEC	1
3.22	ILEC	1
3.22	ILEC	1
3.22	ILEC	1
3.18	ILEC	1
3.18	ILEC	1
3.17	ILEC	1
3.17	ILEC	1
3.15	ILEC	1
3.13	ILEC	1
3.13	ILEC	1
3.12	ILEC	1
3.12	ILEC	1
3.12	ILEC	1
3.12	ILEC	1
3.12	ILEC	1
3.1	ILEC	1
3.1	ILEC	1
3.08	ILEC	1
3.08	ILEC	1
3.07	ILEC	1
3.07	ILEC	1
3.05	ILEC	1
3.02	ILEC	1
3.02	ILEC	1
3.02	ILEC	1
3	ILEC	1
2.98	ILEC	1
2.98	ILEC	1
2.95	ILEC	1
2.95	ILEC	1
2.95	ILEC	1
2.95	ILEC	1
2.95	ILEC	1
2.93	ILEC	1
2.9	ILEC	1
2.9	ILEC	1
2.88	ILEC	1
2.88	ILEC	1
2.87	ILEC	1
2.65	ILEC	1
2.62	ILEC	1
2.62	ILEC	1
2.62	ILEC	1
2.62	ILEC	1
2.6	ILEC	1
0	ILEC	1
7.45	ILEC	1
6.8	ILEC	1
6.53	ILEC	1
6.4	ILEC	1
6.37	ILEC	1
6.37	ILEC	1
6.28	ILEC	1
5.97	ILEC	1
5.82	ILEC	1
5.78	ILEC	1
5.72	ILEC	1
5.48	ILEC	1
5.38	ILEC	1
5.17	ILEC	1
5	ILEC	1
4.55	ILEC	1
2.58	ILEC	1
2.57	ILEC	1
2.55	ILEC	1
2.55	ILEC	1
2.53	ILEC	1
2.52	ILEC	1
2.5	ILEC	1
2.48	ILEC	1
2.48	ILEC	1
2.48	ILEC	1
2.47	ILEC	1
2.47	ILEC	1
2.45	ILEC	1
2.43	ILEC	1
2.4	ILEC	1
2.4	ILEC	1
2.4	ILEC	1
2.4	ILEC	1
2.4	ILEC	1
2.4	ILEC	1
2.38	ILEC	1
2.37	ILEC	1
2.37	ILEC	1
2.37	ILEC	1
2.37	ILEC	1
2.35	ILEC	1
2.35	ILEC	1
2.33	ILEC	1
2.33	ILEC	1
2.32	ILEC	1
2.32	ILEC	1
2.32	ILEC	1
2.3	ILEC	1
2.28	ILEC	1
2.28	ILEC	1
2.28	ILEC	1
2.27	ILEC	1
2.25	ILEC	1
2.25	ILEC	1
2.25	ILEC	1
2.25	ILEC	1
2.25	ILEC	1
2.22	ILEC	1
2.22	ILEC	1
2.22	ILEC	1
2.2	ILEC	1
2.2	ILEC	1
2.2	ILEC	1
2.18	ILEC	1
2.17	ILEC	1
2.17	ILEC	1
2.15	ILEC	1
2.15	ILEC	1
2.13	ILEC	1
2.13	ILEC	1
2.12	ILEC	1
2.08	ILEC	1
2.08	ILEC	1
2.02	ILEC	1
2.02	ILEC	1
2.02	ILEC	1
2	ILEC	1
2	ILEC	1
2	ILEC	1
1.98	ILEC	1
1.98	ILEC	1
1.98	ILEC	1
1.98	ILEC	1
1.98	ILEC	1
1.98	ILEC	1
1.98	ILEC	1
1.97	ILEC	1
1.97	ILEC	1
1.95	ILEC	1
1.93	ILEC	1
1.93	ILEC	1
1.93	ILEC	1
1.93	ILEC	1
1.92	ILEC	1
1.9	ILEC	1
1.9	ILEC	1
1.77	ILEC	1
1.75	ILEC	1
1.75	ILEC	1
1.75	ILEC	1
1.75	ILEC	1
1.73	ILEC	1
1.73	ILEC	1
1.72	ILEC	1
1.7	ILEC	1
1.7	ILEC	1
1.7	ILEC	1
1.68	ILEC	1
1.65	ILEC	1
1.65	ILEC	1
1.65	ILEC	1
1.63	ILEC	1
1.62	ILEC	1
1.62	ILEC	1
1.62	ILEC	1
1.62	ILEC	1
1.6	ILEC	1
1.6	ILEC	1
1.6	ILEC	1
1.6	ILEC	1
1.6	ILEC	1
1.58	ILEC	1
1.58	ILEC	1
1.57	ILEC	1
1.57	ILEC	1
1.57	ILEC	1
1.57	ILEC	1
1.55	ILEC	1
1.55	ILEC	1
1.55	ILEC	1
1.55	ILEC	1
1.53	ILEC	1
1.53	ILEC	1
1.53	ILEC	1
1.52	ILEC	1
1.52	ILEC	1
1.5	ILEC	1
1.5	ILEC	1
1.5	ILEC	1
1.48	ILEC	1
1.48	ILEC	1
1.47	ILEC	1
1.45	ILEC	1
1.45	ILEC	1
1.43	ILEC	1
1.43	ILEC	1
1.43	ILEC	1
1.42	ILEC	1
1.4	ILEC	1
1.4	ILEC	1
1.38	ILEC	1
1.38	ILEC	1
1.37	ILEC	1
1.37	ILEC	1
1.37	ILEC	1
1.37	ILEC	1
1.35	ILEC	1
1.32	ILEC	1
1.32	ILEC	1
1.3	ILEC	1
1.28	ILEC	1
1.28	ILEC	1
1.28	ILEC	1
1.28	ILEC	1
1.25	ILEC	1
1.25	ILEC	1
1.25	ILEC	1
1.22	ILEC	1
1.22	ILEC	1
1.2	ILEC	1
1.2	ILEC	1
1.2	ILEC	1
1.18	ILEC	1
1.18	ILEC	1
1.18	ILEC	1
1.18	ILEC	1
1.17	ILEC	1
1.13	ILEC	1
1.12	ILEC	1
1.12	ILEC	1
1.12	ILEC	1
1.1	ILEC	1
1.1	ILEC	1
1.08	ILEC	1
1.08	ILEC	1
1.08	ILEC	1
1.08	ILEC	1
1.08	ILEC	1
1.07	ILEC	1
1.05	ILEC	1
1.05	ILEC	1
1.05	ILEC	1
1.03	ILEC	1
1.03	ILEC	1
1.03	ILEC	1
1.02	ILEC	1
1.02	ILEC	1
1	ILEC	1
0.98	ILEC	1
0.97	ILEC	1
0.95	ILEC	1
0.95	ILEC	1
0.95	ILEC	1
0.93	ILEC	1
0.92	ILEC	1
0.92	ILEC	1
0.9	ILEC	1
5.63	ILEC	1
4.95	ILEC	1
4.82	ILEC	1
4.8	ILEC	1
4.33	ILEC	1
4.22	ILEC	1
3.75	ILEC	1
3.13	ILEC	1
2.88	ILEC	1
2.72	ILEC	1
2.72	ILEC	1
2.57	ILEC	1
2.25	ILEC	1
1.5	ILEC	1
0.9	ILEC	1
4.17	ILEC	1
3	ILEC	1
2.7	ILEC	1
1.82	ILEC	1
0.9	ILEC	1
0.88	ILEC	1
0.88	ILEC	1
0.88	ILEC	1
0.87	ILEC	1
0.87	ILEC	1
0.87	ILEC	1
0.85	ILEC	1
0.85	ILEC	1
0.85	ILEC	1
0.83	ILEC	1
0.83	ILEC	1
0.8	ILEC	1
0.8	ILEC	1
0.8	ILEC	1
0.78	ILEC	1
0.78	ILEC	1
0.78	ILEC	1
0.77	ILEC	1
0.77	ILEC	1
0.75	ILEC	1
0.75	ILEC	1
0.75	ILEC	1
0.73	ILEC	1
0.73	ILEC	1
0.73	ILEC	1
0.73	ILEC	1
0.72	ILEC	1
0.72	ILEC	1
0.72	ILEC	1
0.7	ILEC	1
0.68	ILEC	1
0.68	ILEC	1
0.68	ILEC	1
0.68	ILEC	1
0.67	ILEC	1
0.67	ILEC	1
0.67	ILEC	1
0.67	ILEC	1
0.65	ILEC	1
0.65	ILEC	1
0.65	ILEC	1
0.62	ILEC	1
0.62	ILEC	1
0.62	ILEC	1
0.62	ILEC	1
0.6	ILEC	1
0.6	ILEC	1
0.58	ILEC	1
0.58	ILEC	1
0.55	ILEC	1
0.53	ILEC	1
0.53	ILEC	1
0.52	ILEC	1
0.5	ILEC	1
0.5	ILEC	1
0.48	ILEC	1
0.47	ILEC	1
0.47	ILEC	1
0.47	ILEC	1
0.45	ILEC	1
0.45	ILEC	1
0.45	ILEC	1
0.43	ILEC	1
